Date,District,Latitude,Longitude,Rainfall_mm,Temperature_C,Humidity_pct,WindSpeed_ms
20140101,Ariyalur,11.1530559,79.2585797,0.23,24.56,75.01,3.34
20140102,Ariyalur,11.1530559,79.2585797,0.39,24.49,75.23,3.53
20140103,Ariyalur,11.1530559,79.2585797,0.78,24.75,77.14,3.43
20140104,Ariyalur,11.1530559,79.2585797,0.08,24.04,78.12,3.27
20140105,Ariyalur,11.1530559,79.2585797,1.04,24.51,76.66,3.83
20140106,Ariyalur,11.1530559,79.2585797,1.23,24.57,78.43,4.15
20140107,Ariyalur,11.1530559,79.2585797,1.53,25.21,76.11,3.98
20140108,Ariyalur,11.1530559,79.2585797,1.61,25.14,77.53,3.65
20140109,Ariyalur,11.1530559,79.2585797,0.16,25.4,73.88,3.31
20140110,Ariyalur,11.1530559,79.2585797,0.17,24.67,73.58,2.72
20140111,Ariyalur,11.1530559,79.2585797,0.0,24.63,73.59,2.18
20140112,Ariyalur,11.1530559,79.2585797,0.02,24.88,75.82,2.58
20140113,Ariyalur,11.1530559,79.2585797,0.32,25.6,75.41,3.26
20140114,Ariyalur,11.1530559,79.2585797,0.08,25.7,71.36,3.12
20140115,Ariyalur,11.1530559,79.2585797,0.0,25.52,70.6,2.59
20140116,Ariyalur,11.1530559,79.2585797,0.0,25.42,74.53,2.71
20140117,Ariyalur,11.1530559,79.2585797,0.0,24.98,72.08,3.04
20140118,Ariyalur,11.1530559,79.2585797,0.0,24.96,70.36,2.95
20140119,Ariyalur,11.1530559,79.2585797,0.05,25.16,75.6,3.11
20140120,Ariyalur,11.1530559,79.2585797,0.01,25.36,70.52,3.28
20140121,Ariyalur,11.1530559,79.2585797,0.0,25.38,70.45,3.5
20140122,Ariyalur,11.1530559,79.2585797,0.02,25.43,69.43,3.31
20140123,Ariyalur,11.1530559,79.2585797,0.04,25.51,69.65,3.22
20140124,Ariyalur,11.1530559,79.2585797,0.01,25.45,70.99,3.09
20140125,Ariyalur,11.1530559,79.2585797,0.0,25.31,68.82,3.28
20140126,Ariyalur,11.1530559,79.2585797,0.03,24.93,67.86,3.82
20140127,Ariyalur,11.1530559,79.2585797,0.06,25.42,67.38,3.7
20140128,Ariyalur,11.1530559,79.2585797,0.08,25.34,63.9,3.39
20140129,Ariyalur,11.1530559,79.2585797,0.0,25.33,64.1,3.44
20140130,Ariyalur,11.1530559,79.2585797,0.0,25.35,66.1,3.75
20140131,Ariyalur,11.1530559,79.2585797,0.0,25.93,69.47,3.58
20140201,Ariyalur,11.1530559,79.2585797,0.11,26.09,70.93,3.75
20140202,Ariyalur,11.1530559,79.2585797,0.21,25.68,72.78,3.71
20140203,Ariyalur,11.1530559,79.2585797,0.0,25.23,69.02,2.99
20140204,Ariyalur,11.1530559,79.2585797,0.0,24.95,67.96,2.56
20140205,Ariyalur,11.1530559,79.2585797,0.0,24.8,66.02,2.37
20140206,Ariyalur,11.1530559,79.2585797,0.0,25.04,68.01,2.43
20140207,Ariyalur,11.1530559,79.2585797,0.0,25.06,66.6,2.4
20140208,Ariyalur,11.1530559,79.2585797,0.0,25.25,64.99,2.31
20140209,Ariyalur,11.1530559,79.2585797,0.0,25.51,61.53,1.83
20140210,Ariyalur,11.1530559,79.2585797,0.0,25.82,63.36,2.27
20140211,Ariyalur,11.1530559,79.2585797,0.0,26.19,63.22,2.15
20140212,Ariyalur,11.1530559,79.2585797,0.0,26.79,63.44,2.02
20140213,Ariyalur,11.1530559,79.2585797,0.0,27.14,64.06,2.28
20140214,Ariyalur,11.1530559,79.2585797,0.0,27.36,64.07,2.27
20140215,Ariyalur,11.1530559,79.2585797,0.01,27.97,62.13,1.78
20140216,Ariyalur,11.1530559,79.2585797,0.05,28.42,65.52,2.17
20140217,Ariyalur,11.1530559,79.2585797,0.03,28.67,67.54,2.62
20140218,Ariyalur,11.1530559,79.2585797,0.03,28.01,65.98,3.63
20140219,Ariyalur,11.1530559,79.2585797,0.06,27.76,65.46,3.48
20140220,Ariyalur,11.1530559,79.2585797,0.0,27.43,63.74,3.37
20140221,Ariyalur,11.1530559,79.2585797,0.0,26.95,62.32,2.98
20140222,Ariyalur,11.1530559,79.2585797,0.0,27.08,60.63,2.82
20140223,Ariyalur,11.1530559,79.2585797,0.01,26.94,62.26,2.95
20140224,Ariyalur,11.1530559,79.2585797,5.6,26.91,73.63,4.11
20140225,Ariyalur,11.1530559,79.2585797,0.42,27.22,68.01,3.67
20140226,Ariyalur,11.1530559,79.2585797,0.03,27.36,60.31,2.82
20140227,Ariyalur,11.1530559,79.2585797,0.12,27.2,65.18,2.65
20140228,Ariyalur,11.1530559,79.2585797,0.01,27.86,63.29,2.61
20140301,Ariyalur,11.1530559,79.2585797,0.03,27.75,62.06,2.92
20140302,Ariyalur,11.1530559,79.2585797,0.02,28.16,62.37,2.67
20140303,Ariyalur,11.1530559,79.2585797,0.0,28.63,61.18,3.12
20140304,Ariyalur,11.1530559,79.2585797,0.16,28.65,61.4,3.11
20140305,Ariyalur,11.1530559,79.2585797,0.06,28.3,63.18,3.36
20140306,Ariyalur,11.1530559,79.2585797,0.01,28.62,62.01,3.12
20140307,Ariyalur,11.1530559,79.2585797,0.09,28.02,63.44,3.1
20140308,Ariyalur,11.1530559,79.2585797,0.17,28.11,63.31,3.21
20140309,Ariyalur,11.1530559,79.2585797,0.06,28.0,62.57,3.52
20140310,Ariyalur,11.1530559,79.2585797,0.01,28.48,61.1,3.31
20140311,Ariyalur,11.1530559,79.2585797,0.0,28.03,60.79,3.56
20140312,Ariyalur,11.1530559,79.2585797,0.0,27.94,59.34,3.05
20140313,Ariyalur,11.1530559,79.2585797,0.0,27.3,65.84,2.94
20140314,Ariyalur,11.1530559,79.2585797,0.0,27.43,62.85,2.85
20140315,Ariyalur,11.1530559,79.2585797,0.0,27.3,62.65,2.97
20140316,Ariyalur,11.1530559,79.2585797,0.0,27.94,63.82,3.21
20140317,Ariyalur,11.1530559,79.2585797,0.0,28.56,64.41,3.09
20140318,Ariyalur,11.1530559,79.2585797,0.0,29.41,60.3,2.96
20140319,Ariyalur,11.1530559,79.2585797,0.0,29.7,63.35,2.78
20140320,Ariyalur,11.1530559,79.2585797,0.11,30.69,60.09,2.43
20140321,Ariyalur,11.1530559,79.2585797,0.09,30.5,59.3,2.23
20140322,Ariyalur,11.1530559,79.2585797,0.0,30.34,60.68,2.21
20140323,Ariyalur,11.1530559,79.2585797,0.0,29.81,60.6,2.44
20140324,Ariyalur,11.1530559,79.2585797,0.0,29.48,59.46,2.3
20140325,Ariyalur,11.1530559,79.2585797,0.0,29.18,59.67,2.37
20140326,Ariyalur,11.1530559,79.2585797,0.0,29.0,60.87,2.89
20140327,Ariyalur,11.1530559,79.2585797,0.0,28.85,60.31,2.39
20140328,Ariyalur,11.1530559,79.2585797,0.0,28.75,57.96,2.04
20140329,Ariyalur,11.1530559,79.2585797,0.0,30.09,51.87,1.88
20140330,Ariyalur,11.1530559,79.2585797,0.0,30.39,50.69,1.98
20140331,Ariyalur,11.1530559,79.2585797,0.0,30.95,47.54,2.16
20140401,Ariyalur,11.1530559,79.2585797,0.0,31.25,56.39,2.4
20140402,Ariyalur,11.1530559,79.2585797,0.01,31.08,58.95,2.47
20140403,Ariyalur,11.1530559,79.2585797,0.02,30.32,60.89,2.2
20140404,Ariyalur,11.1530559,79.2585797,0.03,30.77,60.01,2.37
20140405,Ariyalur,11.1530559,79.2585797,0.08,31.25,61.52,2.59
20140406,Ariyalur,11.1530559,79.2585797,0.06,31.09,62.07,2.71
20140407,Ariyalur,11.1530559,79.2585797,0.11,31.19,60.42,2.26
20140408,Ariyalur,11.1530559,79.2585797,0.05,31.97,56.01,2.63
20140409,Ariyalur,11.1530559,79.2585797,0.08,32.15,57.66,2.67
20140410,Ariyalur,11.1530559,79.2585797,0.04,31.83,58.87,2.5
20140411,Ariyalur,11.1530559,79.2585797,0.04,32.62,52.96,2.44
20140412,Ariyalur,11.1530559,79.2585797,0.05,32.54,54.51,2.55
20140413,Ariyalur,11.1530559,79.2585797,0.05,31.47,60.91,2.56
20140414,Ariyalur,11.1530559,79.2585797,0.04,30.55,65.8,2.4
20140415,Ariyalur,11.1530559,79.2585797,0.16,30.41,61.85,2.04
20140416,Ariyalur,11.1530559,79.2585797,0.26,31.51,54.82,2.1
20140417,Ariyalur,11.1530559,79.2585797,0.06,32.38,54.7,2.42
20140418,Ariyalur,11.1530559,79.2585797,0.07,32.11,58.7,2.51
20140419,Ariyalur,11.1530559,79.2585797,0.04,30.73,60.21,1.59
20140420,Ariyalur,11.1530559,79.2585797,0.01,31.05,56.42,1.98
20140421,Ariyalur,11.1530559,79.2585797,0.12,30.77,60.96,2.14
20140422,Ariyalur,11.1530559,79.2585797,0.09,31.0,61.6,2.52
20140423,Ariyalur,11.1530559,79.2585797,0.24,31.14,61.81,2.11
20140424,Ariyalur,11.1530559,79.2585797,0.17,32.45,56.23,2.33
20140425,Ariyalur,11.1530559,79.2585797,0.11,32.44,59.63,2.68
20140426,Ariyalur,11.1530559,79.2585797,0.21,31.52,63.91,2.39
20140427,Ariyalur,11.1530559,79.2585797,0.24,30.82,68.36,2.33
20140428,Ariyalur,11.1530559,79.2585797,0.27,31.34,63.86,1.97
20140429,Ariyalur,11.1530559,79.2585797,0.31,30.44,67.7,2.3
20140430,Ariyalur,11.1530559,79.2585797,0.51,30.49,62.12,2.5
20140501,Ariyalur,11.1530559,79.2585797,1.24,31.22,59.22,2.28
20140502,Ariyalur,11.1530559,79.2585797,0.86,31.39,63.79,3.13
20140503,Ariyalur,11.1530559,79.2585797,3.29,30.89,65.24,2.8
20140504,Ariyalur,11.1530559,79.2585797,9.14,29.75,70.89,2.7
20140505,Ariyalur,11.1530559,79.2585797,16.49,28.26,79.0,2.16
20140506,Ariyalur,11.1530559,79.2585797,25.78,27.28,85.45,2.68
20140507,Ariyalur,11.1530559,79.2585797,32.42,27.68,84.13,3.03
20140508,Ariyalur,11.1530559,79.2585797,10.38,28.66,78.39,4.33
20140509,Ariyalur,11.1530559,79.2585797,1.12,29.83,74.87,4.01
20140510,Ariyalur,11.1530559,79.2585797,0.45,30.03,72.59,3.05
20140511,Ariyalur,11.1530559,79.2585797,0.34,28.53,78.69,2.22
20140512,Ariyalur,11.1530559,79.2585797,0.53,30.27,74.32,2.01
20140513,Ariyalur,11.1530559,79.2585797,0.45,30.3,73.27,2.26
20140514,Ariyalur,11.1530559,79.2585797,0.49,31.05,66.09,2.56
20140515,Ariyalur,11.1530559,79.2585797,0.31,29.91,63.85,2.92
20140516,Ariyalur,11.1530559,79.2585797,0.08,31.53,58.54,3.47
20140517,Ariyalur,11.1530559,79.2585797,0.32,32.26,57.44,2.62
20140518,Ariyalur,11.1530559,79.2585797,0.03,31.37,62.98,1.64
20140519,Ariyalur,11.1530559,79.2585797,0.25,31.38,66.82,2.31
20140520,Ariyalur,11.1530559,79.2585797,8.02,30.79,71.37,2.59
20140521,Ariyalur,11.1530559,79.2585797,2.0,31.43,62.74,3.14
20140522,Ariyalur,11.1530559,79.2585797,0.61,31.9,62.57,3.61
20140523,Ariyalur,11.1530559,79.2585797,2.18,30.85,67.24,2.92
20140524,Ariyalur,11.1530559,79.2585797,7.89,30.16,72.72,3.12
20140525,Ariyalur,11.1530559,79.2585797,0.68,29.56,68.71,3.92
20140526,Ariyalur,11.1530559,79.2585797,2.35,30.73,67.16,3.05
20140527,Ariyalur,11.1530559,79.2585797,0.77,30.57,71.01,2.73
20140528,Ariyalur,11.1530559,79.2585797,0.67,30.73,72.32,2.95
20140529,Ariyalur,11.1530559,79.2585797,0.85,30.55,71.21,2.83
20140530,Ariyalur,11.1530559,79.2585797,0.14,31.82,63.75,2.86
20140531,Ariyalur,11.1530559,79.2585797,0.35,32.5,61.87,2.7
20140601,Ariyalur,11.1530559,79.2585797,0.93,31.89,66.71,2.6
20140602,Ariyalur,11.1530559,79.2585797,13.14,31.22,69.66,3.08
20140603,Ariyalur,11.1530559,79.2585797,0.96,28.71,72.19,3.07
20140604,Ariyalur,11.1530559,79.2585797,0.18,30.56,65.15,2.94
20140605,Ariyalur,11.1530559,79.2585797,0.74,31.14,64.25,2.76
20140606,Ariyalur,11.1530559,79.2585797,0.43,30.78,65.72,3.21
20140607,Ariyalur,11.1530559,79.2585797,0.07,31.34,61.99,4.59
20140608,Ariyalur,11.1530559,79.2585797,0.19,31.55,60.08,3.62
20140609,Ariyalur,11.1530559,79.2585797,0.21,30.04,66.81,3.23
20140610,Ariyalur,11.1530559,79.2585797,0.04,30.84,62.36,4.05
20140611,Ariyalur,11.1530559,79.2585797,0.11,31.71,56.28,4.83
20140612,Ariyalur,11.1530559,79.2585797,0.36,31.43,56.93,4.31
20140613,Ariyalur,11.1530559,79.2585797,0.14,31.07,55.94,4.16
20140614,Ariyalur,11.1530559,79.2585797,3.57,30.9,61.38,3.17
20140615,Ariyalur,11.1530559,79.2585797,0.05,31.86,53.3,3.41
20140616,Ariyalur,11.1530559,79.2585797,0.0,30.62,57.58,4.54
20140617,Ariyalur,11.1530559,79.2585797,0.03,31.99,55.74,5.07
20140618,Ariyalur,11.1530559,79.2585797,0.01,31.33,58.62,4.94
20140619,Ariyalur,11.1530559,79.2585797,0.01,31.12,60.23,5.04
20140620,Ariyalur,11.1530559,79.2585797,1.41,30.98,61.62,4.43
20140621,Ariyalur,11.1530559,79.2585797,2.3,31.06,61.2,5.11
20140622,Ariyalur,11.1530559,79.2585797,1.3,30.65,59.73,4.01
20140623,Ariyalur,11.1530559,79.2585797,0.03,31.42,57.35,3.47
20140624,Ariyalur,11.1530559,79.2585797,0.1,32.35,55.06,3.77
20140625,Ariyalur,11.1530559,79.2585797,0.03,31.8,54.44,3.84
20140626,Ariyalur,11.1530559,79.2585797,0.05,31.79,56.42,3.09
20140627,Ariyalur,11.1530559,79.2585797,0.18,31.7,61.85,3.12
20140628,Ariyalur,11.1530559,79.2585797,2.4,30.65,67.36,2.83
20140629,Ariyalur,11.1530559,79.2585797,5.06,30.65,66.92,2.99
20140630,Ariyalur,11.1530559,79.2585797,4.95,30.82,62.21,3.59
20140701,Ariyalur,11.1530559,79.2585797,4.16,29.67,70.43,3.0
20140702,Ariyalur,11.1530559,79.2585797,0.36,31.01,61.01,3.08
20140703,Ariyalur,11.1530559,79.2585797,0.0,31.5,55.85,3.27
20140704,Ariyalur,11.1530559,79.2585797,0.37,32.36,54.35,3.63
20140705,Ariyalur,11.1530559,79.2585797,4.24,31.11,63.08,3.38
20140706,Ariyalur,11.1530559,79.2585797,14.36,29.45,64.67,3.08
20140707,Ariyalur,11.1530559,79.2585797,4.51,29.86,63.45,3.28
20140708,Ariyalur,11.1530559,79.2585797,0.11,29.44,62.37,3.69
20140709,Ariyalur,11.1530559,79.2585797,1.53,30.04,54.69,4.21
20140710,Ariyalur,11.1530559,79.2585797,0.43,30.24,57.68,5.27
20140711,Ariyalur,11.1530559,79.2585797,0.22,29.82,58.99,4.79
20140712,Ariyalur,11.1530559,79.2585797,0.01,30.46,58.59,5.3
20140713,Ariyalur,11.1530559,79.2585797,0.07,30.45,55.91,5.99
20140714,Ariyalur,11.1530559,79.2585797,0.28,30.36,57.11,5.69
20140715,Ariyalur,11.1530559,79.2585797,0.31,30.31,58.75,5.12
20140716,Ariyalur,11.1530559,79.2585797,0.0,30.8,57.56,4.76
20140717,Ariyalur,11.1530559,79.2585797,0.0,31.29,56.49,4.18
20140718,Ariyalur,11.1530559,79.2585797,0.0,31.44,53.84,4.53
20140719,Ariyalur,11.1530559,79.2585797,0.03,31.03,55.23,5.36
20140720,Ariyalur,11.1530559,79.2585797,0.09,31.34,55.57,5.15
20140721,Ariyalur,11.1530559,79.2585797,0.02,31.42,55.48,5.33
20140722,Ariyalur,11.1530559,79.2585797,0.02,31.13,54.0,5.32
20140723,Ariyalur,11.1530559,79.2585797,0.04,31.0,53.5,5.84
20140724,Ariyalur,11.1530559,79.2585797,0.06,31.4,49.78,5.5
20140725,Ariyalur,11.1530559,79.2585797,0.13,31.43,52.58,5.29
20140726,Ariyalur,11.1530559,79.2585797,0.66,31.72,53.17,4.32
20140727,Ariyalur,11.1530559,79.2585797,0.67,31.15,55.52,4.54
20140728,Ariyalur,11.1530559,79.2585797,0.18,30.54,56.93,5.04
20140729,Ariyalur,11.1530559,79.2585797,0.0,31.69,51.05,5.04
20140730,Ariyalur,11.1530559,79.2585797,0.74,31.65,52.78,5.33
20140731,Ariyalur,11.1530559,79.2585797,0.19,31.1,54.82,4.79
20140801,Ariyalur,11.1530559,79.2585797,0.05,31.56,55.21,4.98
20140802,Ariyalur,11.1530559,79.2585797,0.01,31.08,56.5,4.72
20140803,Ariyalur,11.1530559,79.2585797,0.6,31.22,56.54,4.88
20140804,Ariyalur,11.1530559,79.2585797,0.73,30.74,54.71,5.36
20140805,Ariyalur,11.1530559,79.2585797,1.8,30.68,56.02,5.25
20140806,Ariyalur,11.1530559,79.2585797,0.05,31.22,54.08,4.72
20140807,Ariyalur,11.1530559,79.2585797,0.04,30.8,54.93,3.78
20140808,Ariyalur,11.1530559,79.2585797,5.78,30.55,58.08,3.03
20140809,Ariyalur,11.1530559,79.2585797,2.33,29.47,63.28,2.72
20140810,Ariyalur,11.1530559,79.2585797,0.45,30.01,60.81,2.99
20140811,Ariyalur,11.1530559,79.2585797,1.11,28.75,66.83,2.95
20140812,Ariyalur,11.1530559,79.2585797,0.52,28.94,65.89,2.85
20140813,Ariyalur,11.1530559,79.2585797,1.56,29.19,62.27,2.99
20140814,Ariyalur,11.1530559,79.2585797,1.84,29.29,64.01,3.13
20140815,Ariyalur,11.1530559,79.2585797,5.91,28.67,69.89,2.35
20140816,Ariyalur,11.1530559,79.2585797,19.86,27.89,75.01,1.61
20140817,Ariyalur,11.1530559,79.2585797,3.98,27.77,73.83,1.78
20140818,Ariyalur,11.1530559,79.2585797,23.53,27.89,77.15,2.0
20140819,Ariyalur,11.1530559,79.2585797,3.76,28.14,76.86,1.8
20140820,Ariyalur,11.1530559,79.2585797,0.4,29.38,70.74,2.27
20140821,Ariyalur,11.1530559,79.2585797,0.14,29.9,69.86,2.6
20140822,Ariyalur,11.1530559,79.2585797,3.11,29.4,72.84,2.32
20140823,Ariyalur,11.1530559,79.2585797,7.14,28.81,72.71,3.88
20140824,Ariyalur,11.1530559,79.2585797,3.77,28.85,71.83,3.12
20140825,Ariyalur,11.1530559,79.2585797,0.22,28.93,68.18,2.17
20140826,Ariyalur,11.1530559,79.2585797,0.19,29.4,63.8,3.42
20140827,Ariyalur,11.1530559,79.2585797,0.67,29.18,63.47,3.55
20140828,Ariyalur,11.1530559,79.2585797,0.31,29.3,62.4,4.06
20140829,Ariyalur,11.1530559,79.2585797,0.05,29.99,60.13,4.68
20140830,Ariyalur,11.1530559,79.2585797,0.1,30.03,58.86,5.67
20140831,Ariyalur,11.1530559,79.2585797,0.12,29.87,57.55,5.14
20140901,Ariyalur,11.1530559,79.2585797,0.16,29.5,63.63,4.07
20140902,Ariyalur,11.1530559,79.2585797,2.46,29.7,65.47,3.36
20140903,Ariyalur,11.1530559,79.2585797,2.51,28.49,67.89,3.45
20140904,Ariyalur,11.1530559,79.2585797,0.23,29.28,65.09,2.55
20140905,Ariyalur,11.1530559,79.2585797,4.4,29.18,64.23,3.07
20140906,Ariyalur,11.1530559,79.2585797,0.91,29.44,60.78,3.49
20140907,Ariyalur,11.1530559,79.2585797,2.83,28.9,63.5,4.31
20140908,Ariyalur,11.1530559,79.2585797,0.39,30.07,60.05,3.71
20140909,Ariyalur,11.1530559,79.2585797,5.11,29.88,62.41,3.3
20140910,Ariyalur,11.1530559,79.2585797,0.12,30.21,60.63,2.72
20140911,Ariyalur,11.1530559,79.2585797,0.35,30.88,59.72,2.45
20140912,Ariyalur,11.1530559,79.2585797,1.01,30.48,62.56,1.91
20140913,Ariyalur,11.1530559,79.2585797,0.29,27.93,68.69,2.04
20140914,Ariyalur,11.1530559,79.2585797,1.5,29.68,66.34,1.8
20140915,Ariyalur,11.1530559,79.2585797,4.65,29.2,66.38,2.57
20140916,Ariyalur,11.1530559,79.2585797,1.86,29.08,63.43,3.52
20140917,Ariyalur,11.1530559,79.2585797,1.12,30.28,62.29,2.84
20140918,Ariyalur,11.1530559,79.2585797,0.19,30.49,60.2,2.63
20140919,Ariyalur,11.1530559,79.2585797,2.74,30.89,61.71,2.31
20140920,Ariyalur,11.1530559,79.2585797,2.08,30.56,60.82,2.45
20140921,Ariyalur,11.1530559,79.2585797,2.86,29.35,70.08,1.82
20140922,Ariyalur,11.1530559,79.2585797,5.71,30.27,67.11,1.04
20140923,Ariyalur,11.1530559,79.2585797,4.44,30.35,68.89,1.55
20140924,Ariyalur,11.1530559,79.2585797,1.66,30.14,70.0,1.87
20140925,Ariyalur,11.1530559,79.2585797,2.09,29.58,71.89,2.13
20140926,Ariyalur,11.1530559,79.2585797,2.38,28.31,77.04,1.61
20140927,Ariyalur,11.1530559,79.2585797,1.73,28.46,73.89,1.29
20140928,Ariyalur,11.1530559,79.2585797,2.73,28.28,73.62,1.5
20140929,Ariyalur,11.1530559,79.2585797,3.26,28.22,76.53,1.69
20140930,Ariyalur,11.1530559,79.2585797,2.81,28.03,76.87,1.83
20141001,Ariyalur,11.1530559,79.2585797,0.56,28.89,71.2,1.71
20141002,Ariyalur,11.1530559,79.2585797,0.1,28.98,69.16,2.09
20141003,Ariyalur,11.1530559,79.2585797,0.02,29.72,65.18,1.33
20141004,Ariyalur,11.1530559,79.2585797,0.79,30.11,66.13,1.06
20141005,Ariyalur,11.1530559,79.2585797,2.09,30.03,68.95,0.97
20141006,Ariyalur,11.1530559,79.2585797,2.19,30.38,67.53,1.68
20141007,Ariyalur,11.1530559,79.2585797,6.74,28.74,73.28,2.16
20141008,Ariyalur,11.1530559,79.2585797,5.89,28.21,75.15,1.68
20141009,Ariyalur,11.1530559,79.2585797,1.34,28.34,75.69,1.43
20141010,Ariyalur,11.1530559,79.2585797,0.71,29.09,74.31,1.46
20141011,Ariyalur,11.1530559,79.2585797,0.74,29.65,61.59,3.21
20141012,Ariyalur,11.1530559,79.2585797,0.85,28.66,64.77,2.63
20141013,Ariyalur,11.1530559,79.2585797,0.35,29.44,70.12,2.41
20141014,Ariyalur,11.1530559,79.2585797,0.9,28.89,77.03,1.93
20141015,Ariyalur,11.1530559,79.2585797,8.42,28.0,79.41,1.91
20141016,Ariyalur,11.1530559,79.2585797,8.19,28.3,70.65,2.69
20141017,Ariyalur,11.1530559,79.2585797,28.9,26.92,77.52,1.87
20141018,Ariyalur,11.1530559,79.2585797,24.45,25.84,88.07,3.14
20141019,Ariyalur,11.1530559,79.2585797,43.87,25.63,86.49,3.06
20141020,Ariyalur,11.1530559,79.2585797,33.12,26.1,85.09,2.76
20141021,Ariyalur,11.1530559,79.2585797,14.29,26.04,82.92,2.67
20141022,Ariyalur,11.1530559,79.2585797,10.47,26.32,83.89,2.5
20141023,Ariyalur,11.1530559,79.2585797,9.9,25.58,88.19,1.75
20141024,Ariyalur,11.1530559,79.2585797,3.46,26.3,83.78,1.26
20141025,Ariyalur,11.1530559,79.2585797,21.98,26.79,86.12,1.45
20141026,Ariyalur,11.1530559,79.2585797,7.77,26.68,87.34,1.22
20141027,Ariyalur,11.1530559,79.2585797,3.09,26.69,85.32,1.44
20141028,Ariyalur,11.1530559,79.2585797,4.61,26.66,84.99,1.58
20141029,Ariyalur,11.1530559,79.2585797,5.94,26.09,90.41,2.25
20141030,Ariyalur,11.1530559,79.2585797,0.69,26.04,88.33,2.92
20141031,Ariyalur,11.1530559,79.2585797,0.72,25.14,86.66,2.86
20141101,Ariyalur,11.1530559,79.2585797,11.35,25.07,90.69,2.45
20141102,Ariyalur,11.1530559,79.2585797,7.2,25.06,91.61,3.25
20141103,Ariyalur,11.1530559,79.2585797,11.43,24.34,90.89,2.47
20141104,Ariyalur,11.1530559,79.2585797,3.37,24.47,83.24,1.9
20141105,Ariyalur,11.1530559,79.2585797,0.68,24.98,76.42,1.62
20141106,Ariyalur,11.1530559,79.2585797,0.0,24.44,73.6,2.02
20141107,Ariyalur,11.1530559,79.2585797,0.0,25.69,77.08,1.64
20141108,Ariyalur,11.1530559,79.2585797,0.0,25.84,79.96,1.24
20141109,Ariyalur,11.1530559,79.2585797,0.52,26.45,80.3,1.05
20141110,Ariyalur,11.1530559,79.2585797,0.95,26.55,86.4,1.87
20141111,Ariyalur,11.1530559,79.2585797,6.53,26.23,87.67,2.43
20141112,Ariyalur,11.1530559,79.2585797,16.2,25.76,89.1,3.24
20141113,Ariyalur,11.1530559,79.2585797,27.98,25.14,92.68,2.18
20141114,Ariyalur,11.1530559,79.2585797,8.56,26.08,90.94,2.21
20141115,Ariyalur,11.1530559,79.2585797,1.64,26.15,86.94,2.89
20141116,Ariyalur,11.1530559,79.2585797,1.21,25.6,87.66,2.98
20141117,Ariyalur,11.1530559,79.2585797,2.81,25.3,85.33,3.46
20141118,Ariyalur,11.1530559,79.2585797,6.72,25.55,87.76,3.74
20141119,Ariyalur,11.1530559,79.2585797,5.68,25.55,87.66,3.58
20141120,Ariyalur,11.1530559,79.2585797,2.22,25.55,83.95,3.65
20141121,Ariyalur,11.1530559,79.2585797,8.23,25.3,87.4,3.1
20141122,Ariyalur,11.1530559,79.2585797,4.31,25.08,88.08,3.03
20141123,Ariyalur,11.1530559,79.2585797,2.46,25.11,87.1,3.13
20141124,Ariyalur,11.1530559,79.2585797,1.61,24.63,85.88,3.76
20141125,Ariyalur,11.1530559,79.2585797,0.96,23.89,84.93,3.51
20141126,Ariyalur,11.1530559,79.2585797,1.15,24.3,84.46,3.69
20141127,Ariyalur,11.1530559,79.2585797,8.59,23.96,87.41,3.41
20141128,Ariyalur,11.1530559,79.2585797,18.68,22.83,90.21,3.75
20141129,Ariyalur,11.1530559,79.2585797,12.3,22.8,90.61,3.94
20141130,Ariyalur,11.1530559,79.2585797,11.18,23.47,91.09,4.39
20141201,Ariyalur,11.1530559,79.2585797,8.27,24.43,89.28,3.78
20141202,Ariyalur,11.1530559,79.2585797,0.27,24.53,85.86,3.46
20141203,Ariyalur,11.1530559,79.2585797,0.0,23.27,84.57,2.73
20141204,Ariyalur,11.1530559,79.2585797,0.0,22.67,84.62,2.34
20141205,Ariyalur,11.1530559,79.2585797,0.02,22.78,82.69,2.24
20141206,Ariyalur,11.1530559,79.2585797,0.09,23.55,86.36,2.91
20141207,Ariyalur,11.1530559,79.2585797,1.02,24.37,90.61,2.66
20141208,Ariyalur,11.1530559,79.2585797,0.5,24.96,90.34,2.5
20141209,Ariyalur,11.1530559,79.2585797,2.36,24.97,90.66,2.15
20141210,Ariyalur,11.1530559,79.2585797,3.38,25.16,91.38,2.34
20141211,Ariyalur,11.1530559,79.2585797,1.22,24.98,90.92,2.11
20141212,Ariyalur,11.1530559,79.2585797,3.69,24.82,91.2,2.27
20141213,Ariyalur,11.1530559,79.2585797,2.77,24.79,90.47,2.77
20141214,Ariyalur,11.1530559,79.2585797,0.38,25.15,87.82,2.53
20141215,Ariyalur,11.1530559,79.2585797,0.33,25.04,88.42,2.82
20141216,Ariyalur,11.1530559,79.2585797,3.4,25.73,89.41,3.77
20141217,Ariyalur,11.1530559,79.2585797,13.45,25.14,90.17,3.99
20141218,Ariyalur,11.1530559,79.2585797,8.93,24.92,89.37,3.88
20141219,Ariyalur,11.1530559,79.2585797,4.49,24.71,88.93,4.19
20141220,Ariyalur,11.1530559,79.2585797,0.32,23.59,86.67,3.39
20141221,Ariyalur,11.1530559,79.2585797,0.06,23.92,86.32,3.35
20141222,Ariyalur,11.1530559,79.2585797,0.33,24.07,87.39,3.6
20141223,Ariyalur,11.1530559,79.2585797,0.97,24.66,86.86,3.34
