Date,District,Latitude,Longitude,Rainfall_mm,Temperature_C,Humidity_pct,WindSpeed_ms
20221031,Ranipet,12.9186243,79.4081921,7.64,23.75,90.6,2.38
20221101,Ranipet,12.9186243,79.4081921,33.38,23.71,91.69,1.84
20221102,Ranipet,12.9186243,79.4081921,16.78,23.84,89.47,2.35
20221103,Ranipet,12.9186243,79.4081921,15.59,23.76,88.64,2.16
20221104,Ranipet,12.9186243,79.4081921,2.37,23.89,85.89,1.67
20221105,Ranipet,12.9186243,79.4081921,3.18,24.62,87.73,1.83
20221106,Ranipet,12.9186243,79.4081921,1.38,24.38,86.5,2.33
20221107,Ranipet,12.9186243,79.4081921,3.84,24.14,86.17,2.56
20221108,Ranipet,12.9186243,79.4081921,1.94,24.52,87.79,2.53
20221109,Ranipet,12.9186243,79.4081921,0.51,24.65,86.17,2.41
20221110,Ranipet,12.9186243,79.4081921,1.95,24.36,87.42,2.95
20221111,Ranipet,12.9186243,79.4081921,41.16,23.86,93.04,3.83
20221112,Ranipet,12.9186243,79.4081921,29.11,24.61,91.91,2.66
20221113,Ranipet,12.9186243,79.4081921,24.78,24.1,91.55,1.56
20221114,Ranipet,12.9186243,79.4081921,5.21,24.57,90.06,1.87
20221115,Ranipet,12.9186243,79.4081921,5.6,24.45,87.5,1.97
20221116,Ranipet,12.9186243,79.4081921,0.0,22.83,86.54,1.91
20221117,Ranipet,12.9186243,79.4081921,0.0,21.47,80.97,2.26
20221118,Ranipet,12.9186243,79.4081921,0.0,21.66,81.75,2.38
20221119,Ranipet,12.9186243,79.4081921,0.0,21.48,81.56,2.5
20221120,Ranipet,12.9186243,79.4081921,0.05,20.55,76.87,2.61
20221121,Ranipet,12.9186243,79.4081921,1.42,21.0,89.25,3.12
20221122,Ranipet,12.9186243,79.4081921,7.19,23.59,91.78,2.35
20221123,Ranipet,12.9186243,79.4081921,14.09,24.91,90.41,1.69
20221124,Ranipet,12.9186243,79.4081921,4.09,24.43,89.31,1.37
20221125,Ranipet,12.9186243,79.4081921,0.72,24.19,88.36,1.4
20221126,Ranipet,12.9186243,79.4081921,0.12,24.54,86.69,1.15
20221127,Ranipet,12.9186243,79.4081921,0.52,24.87,86.26,0.96
20221128,Ranipet,12.9186243,79.4081921,0.09,24.41,86.06,1.31
20221129,Ranipet,12.9186243,79.4081921,0.0,22.85,84.07,1.74
20221130,Ranipet,12.9186243,79.4081921,0.78,22.44,86.55,1.69
20221201,Ranipet,12.9186243,79.4081921,1.96,24.22,89.63,1.88
20221202,Ranipet,12.9186243,79.4081921,0.17,24.52,88.53,1.51
20221203,Ranipet,12.9186243,79.4081921,1.63,24.45,88.75,2.02
20221204,Ranipet,12.9186243,79.4081921,1.02,23.9,90.44,2.19
20221205,Ranipet,12.9186243,79.4081921,0.45,24.1,87.39,2.12
20221206,Ranipet,12.9186243,79.4081921,0.0,23.45,85.92,2.24
20221207,Ranipet,12.9186243,79.4081921,0.0,21.36,86.45,2.55
20221208,Ranipet,12.9186243,79.4081921,3.3,20.19,78.98,3.64
20221209,Ranipet,12.9186243,79.4081921,40.09,21.46,88.1,5.36
20221210,Ranipet,12.9186243,79.4081921,57.56,23.02,92.82,4.39
20221211,Ranipet,12.9186243,79.4081921,10.08,23.92,91.16,2.79
20221212,Ranipet,12.9186243,79.4081921,30.89,23.5,95.49,2.6
20221213,Ranipet,12.9186243,79.4081921,6.77,24.11,90.2,1.77
20221214,Ranipet,12.9186243,79.4081921,0.45,23.79,90.02,1.57
20221215,Ranipet,12.9186243,79.4081921,0.04,22.55,87.28,1.43
20221216,Ranipet,12.9186243,79.4081921,0.0,22.14,85.47,1.58
20221217,Ranipet,12.9186243,79.4081921,0.01,23.08,88.6,1.81
20221218,Ranipet,12.9186243,79.4081921,0.03,22.91,88.69,2.54
20221219,Ranipet,12.9186243,79.4081921,0.0,21.69,86.48,2.52
20221220,Ranipet,12.9186243,79.4081921,0.0,21.89,85.02,2.55
20221221,Ranipet,12.9186243,79.4081921,0.0,21.46,89.21,2.69
20221222,Ranipet,12.9186243,79.4081921,0.0,21.65,88.01,2.81
20221223,Ranipet,12.9186243,79.4081921,0.0,22.88,88.82,2.94
20221224,Ranipet,12.9186243,79.4081921,3.21,23.59,88.35,3.17
20221225,Ranipet,12.9186243,79.4081921,14.15,24.39,90.3,2.96
20221226,Ranipet,12.9186243,79.4081921,2.73,24.11,89.72,2.01
20221227,Ranipet,12.9186243,79.4081921,0.64,23.75,90.01,1.75
20221228,Ranipet,12.9186243,79.4081921,0.1,24.06,87.3,1.34
20221229,Ranipet,12.9186243,79.4081921,0.0,23.57,85.88,1.17
20221230,Ranipet,12.9186243,79.4081921,0.0,23.19,82.0,1.05
20221231,Ranipet,12.9186243,79.4081921,0.0,22.54,80.44,0.98
20230101,Ranipet,12.9186243,79.4081921,0.0,22.19,82.58,1.14
20230102,Ranipet,12.9186243,79.4081921,0.0,22.45,83.19,1.41
20230103,Ranipet,12.9186243,79.4081921,0.0,22.27,83.56,1.64
20230104,Ranipet,12.9186243,79.4081921,0.0,22.22,83.79,1.78
20230105,Ranipet,12.9186243,79.4081921,0.0,21.95,81.58,2.3
20230106,Ranipet,12.9186243,79.4081921,0.0,22.29,83.6,2.83
20230107,Ranipet,12.9186243,79.4081921,0.04,22.05,86.78,2.36
20230108,Ranipet,12.9186243,79.4081921,0.05,21.92,85.46,1.96
20230109,Ranipet,12.9186243,79.4081921,0.0,20.19,80.23,1.94
20230110,Ranipet,12.9186243,79.4081921,0.0,20.14,81.92,2.0
20230111,Ranipet,12.9186243,79.4081921,0.0,20.4,81.38,1.53
20230112,Ranipet,12.9186243,79.4081921,0.0,20.85,77.62,1.08
20230113,Ranipet,12.9186243,79.4081921,0.0,20.93,79.38,1.0
20230114,Ranipet,12.9186243,79.4081921,0.0,20.31,77.92,1.17
20230115,Ranipet,12.9186243,79.4081921,0.0,20.14,79.32,1.25
20230116,Ranipet,12.9186243,79.4081921,0.0,19.91,81.07,1.54
20230117,Ranipet,12.9186243,79.4081921,0.0,20.65,80.8,1.4
20230118,Ranipet,12.9186243,79.4081921,0.0,20.97,78.74,1.63
20230119,Ranipet,12.9186243,79.4081921,0.0,21.17,77.25,1.57
20230120,Ranipet,12.9186243,79.4081921,0.01,22.06,82.31,1.71
20230121,Ranipet,12.9186243,79.4081921,0.01,22.22,81.09,2.09
20230122,Ranipet,12.9186243,79.4081921,0.0,21.56,81.36,1.9
20230123,Ranipet,12.9186243,79.4081921,0.0,22.59,83.01,2.04
20230124,Ranipet,12.9186243,79.4081921,0.0,22.88,79.72,1.7
20230125,Ranipet,12.9186243,79.4081921,0.0,21.62,78.9,1.67
20230126,Ranipet,12.9186243,79.4081921,0.0,21.92,78.6,1.76
20230127,Ranipet,12.9186243,79.4081921,0.0,21.46,79.09,1.87
20230128,Ranipet,12.9186243,79.4081921,0.0,21.51,79.69,2.0
20230129,Ranipet,12.9186243,79.4081921,0.11,22.57,81.74,2.3
20230130,Ranipet,12.9186243,79.4081921,1.04,23.74,84.51,2.35
20230131,Ranipet,12.9186243,79.4081921,0.23,23.54,82.72,2.46
20230201,Ranipet,12.9186243,79.4081921,0.27,23.85,77.2,2.77
20230202,Ranipet,12.9186243,79.4081921,0.13,23.98,77.72,2.7
20230203,Ranipet,12.9186243,79.4081921,0.26,24.5,78.45,2.62
20230204,Ranipet,12.9186243,79.4081921,0.17,24.06,75.35,2.39
20230205,Ranipet,12.9186243,79.4081921,0.0,23.76,71.95,2.0
20230206,Ranipet,12.9186243,79.4081921,0.0,23.66,70.85,1.67
20230207,Ranipet,12.9186243,79.4081921,0.0,23.41,71.86,1.09
20230208,Ranipet,12.9186243,79.4081921,0.0,23.85,70.98,1.64
20230209,Ranipet,12.9186243,79.4081921,0.0,23.94,71.42,1.57
20230210,Ranipet,12.9186243,79.4081921,0.0,24.22,69.06,1.63
20230211,Ranipet,12.9186243,79.4081921,0.0,23.97,66.18,1.48
20230212,Ranipet,12.9186243,79.4081921,0.0,24.35,62.31,1.66
20230213,Ranipet,12.9186243,79.4081921,0.0,24.25,58.45,1.8
20230214,Ranipet,12.9186243,79.4081921,0.0,23.96,66.07,1.66
20230215,Ranipet,12.9186243,79.4081921,0.0,23.87,67.71,1.85
20230216,Ranipet,12.9186243,79.4081921,0.0,23.65,70.78,1.75
20230217,Ranipet,12.9186243,79.4081921,0.0,23.57,71.33,1.62
20230218,Ranipet,12.9186243,79.4081921,0.0,24.02,69.29,1.67
20230219,Ranipet,12.9186243,79.4081921,0.0,24.51,67.18,1.59
20230220,Ranipet,12.9186243,79.4081921,0.0,24.64,63.71,1.53
20230221,Ranipet,12.9186243,79.4081921,0.0,24.71,62.66,1.74
20230222,Ranipet,12.9186243,79.4081921,0.0,24.62,63.55,1.83
20230223,Ranipet,12.9186243,79.4081921,0.0,23.81,66.66,1.76
20230224,Ranipet,12.9186243,79.4081921,0.0,24.34,61.08,1.61
20230225,Ranipet,12.9186243,79.4081921,0.0,24.76,58.39,1.94
20230226,Ranipet,12.9186243,79.4081921,0.0,24.41,60.79,2.16
20230227,Ranipet,12.9186243,79.4081921,0.0,24.27,61.51,1.87
20230228,Ranipet,12.9186243,79.4081921,0.0,24.73,67.12,2.16
20230301,Ranipet,12.9186243,79.4081921,0.0,25.79,68.18,2.41
20230302,Ranipet,12.9186243,79.4081921,0.0,24.6,63.12,2.33
20230303,Ranipet,12.9186243,79.4081921,0.0,24.72,63.44,2.39
20230304,Ranipet,12.9186243,79.4081921,0.0,25.16,61.6,2.38
20230305,Ranipet,12.9186243,79.4081921,0.0,25.39,62.31,2.48
20230306,Ranipet,12.9186243,79.4081921,0.0,25.39,60.71,2.23
20230307,Ranipet,12.9186243,79.4081921,0.0,25.4,63.01,2.01
20230308,Ranipet,12.9186243,79.4081921,0.0,25.74,61.94,2.48
20230309,Ranipet,12.9186243,79.4081921,0.0,26.13,61.5,2.32
20230310,Ranipet,12.9186243,79.4081921,0.0,26.17,64.06,2.38
20230311,Ranipet,12.9186243,79.4081921,0.0,26.07,65.46,2.49
20230312,Ranipet,12.9186243,79.4081921,0.0,26.81,65.25,2.43
20230313,Ranipet,12.9186243,79.4081921,0.0,27.49,59.52,2.19
20230314,Ranipet,12.9186243,79.4081921,0.0,27.69,58.93,2.13
20230315,Ranipet,12.9186243,79.4081921,0.0,28.13,64.66,2.34
20230316,Ranipet,12.9186243,79.4081921,0.23,28.37,64.36,2.57
20230317,Ranipet,12.9186243,79.4081921,10.65,27.51,71.62,2.02
20230318,Ranipet,12.9186243,79.4081921,13.62,27.07,75.87,2.4
20230319,Ranipet,12.9186243,79.4081921,18.34,26.7,77.99,1.9
20230320,Ranipet,12.9186243,79.4081921,5.04,27.07,75.41,1.7
20230321,Ranipet,12.9186243,79.4081921,0.27,28.13,69.04,1.51
20230322,Ranipet,12.9186243,79.4081921,0.08,28.91,67.95,2.29
20230323,Ranipet,12.9186243,79.4081921,1.8,28.76,69.67,2.07
20230324,Ranipet,12.9186243,79.4081921,3.05,28.54,69.3,2.37
20230325,Ranipet,12.9186243,79.4081921,0.17,28.79,68.32,2.24
20230326,Ranipet,12.9186243,79.4081921,0.44,28.77,69.74,1.69
20230327,Ranipet,12.9186243,79.4081921,0.44,29.61,66.15,1.73
20230328,Ranipet,12.9186243,79.4081921,0.09,29.36,67.93,2.21
20230329,Ranipet,12.9186243,79.4081921,0.09,29.05,65.0,2.29
20230330,Ranipet,12.9186243,79.4081921,0.07,28.81,63.8,2.05
20230331,Ranipet,12.9186243,79.4081921,0.02,29.46,60.71,2.51
20230401,Ranipet,12.9186243,79.4081921,0.0,29.58,63.64,2.35
20230402,Ranipet,12.9186243,79.4081921,3.1,29.44,65.73,2.37
20230403,Ranipet,12.9186243,79.4081921,0.3,29.34,67.12,2.68
20230404,Ranipet,12.9186243,79.4081921,0.04,29.1,67.48,1.99
20230405,Ranipet,12.9186243,79.4081921,0.06,28.65,68.15,2.16
20230406,Ranipet,12.9186243,79.4081921,0.05,29.44,63.81,1.86
20230407,Ranipet,12.9186243,79.4081921,0.0,29.47,62.43,2.22
20230408,Ranipet,12.9186243,79.4081921,0.0,28.96,59.9,2.24
20230409,Ranipet,12.9186243,79.4081921,0.0,28.96,60.06,2.27
20230410,Ranipet,12.9186243,79.4081921,0.0,29.21,58.59,2.03
20230411,Ranipet,12.9186243,79.4081921,0.0,29.46,51.47,1.8
20230412,Ranipet,12.9186243,79.4081921,0.0,29.92,47.15,1.96
20230413,Ranipet,12.9186243,79.4081921,0.0,31.4,37.45,2.04
20230414,Ranipet,12.9186243,79.4081921,0.0,31.09,42.42,2.24
20230415,Ranipet,12.9186243,79.4081921,0.0,31.68,41.46,2.07
20230416,Ranipet,12.9186243,79.4081921,0.0,30.24,46.78,1.86
20230417,Ranipet,12.9186243,79.4081921,0.0,31.54,43.44,2.52
20230418,Ranipet,12.9186243,79.4081921,0.0,31.11,47.62,2.06
20230419,Ranipet,12.9186243,79.4081921,0.0,31.29,49.24,2.04
20230420,Ranipet,12.9186243,79.4081921,0.0,32.26,55.47,2.62
20230421,Ranipet,12.9186243,79.4081921,0.03,33.23,51.66,2.5
20230422,Ranipet,12.9186243,79.4081921,0.99,32.66,54.07,2.29
20230423,Ranipet,12.9186243,79.4081921,5.11,32.21,55.34,3.01
20230424,Ranipet,12.9186243,79.4081921,3.39,30.54,63.93,3.23
20230425,Ranipet,12.9186243,79.4081921,1.17,29.8,66.52,2.56
20230426,Ranipet,12.9186243,79.4081921,0.01,30.36,59.16,2.14
20230427,Ranipet,12.9186243,79.4081921,0.04,30.61,58.4,2.29
20230428,Ranipet,12.9186243,79.4081921,0.28,30.85,59.01,2.58
20230429,Ranipet,12.9186243,79.4081921,2.3,30.5,62.64,2.46
20230430,Ranipet,12.9186243,79.4081921,0.22,30.48,60.0,2.64
20230501,Ranipet,12.9186243,79.4081921,11.93,28.5,71.41,1.8
20230502,Ranipet,12.9186243,79.4081921,9.77,27.62,78.66,1.54
20230503,Ranipet,12.9186243,79.4081921,1.93,26.4,85.54,1.73
20230504,Ranipet,12.9186243,79.4081921,2.74,28.85,71.47,1.51
20230505,Ranipet,12.9186243,79.4081921,21.59,27.55,77.68,1.08
20230506,Ranipet,12.9186243,79.4081921,3.1,28.58,71.84,1.17
20230507,Ranipet,12.9186243,79.4081921,12.41,28.12,75.7,1.79
20230508,Ranipet,12.9186243,79.4081921,10.85,28.25,76.16,1.26
20230509,Ranipet,12.9186243,79.4081921,0.01,29.26,69.18,1.78
20230510,Ranipet,12.9186243,79.4081921,0.0,29.21,69.75,1.61
20230511,Ranipet,12.9186243,79.4081921,0.0,30.0,65.14,1.72
20230512,Ranipet,12.9186243,79.4081921,0.03,31.74,59.01,1.67
20230513,Ranipet,12.9186243,79.4081921,0.0,32.62,55.15,2.49
20230514,Ranipet,12.9186243,79.4081921,0.0,33.72,52.57,3.18
20230515,Ranipet,12.9186243,79.4081921,2.78,33.81,53.84,2.38
20230516,Ranipet,12.9186243,79.4081921,0.19,33.91,50.6,1.96
20230517,Ranipet,12.9186243,79.4081921,0.1,33.67,55.5,2.49
20230518,Ranipet,12.9186243,79.4081921,0.12,32.4,60.04,1.88
20230519,Ranipet,12.9186243,79.4081921,0.13,31.79,61.73,2.15
20230520,Ranipet,12.9186243,79.4081921,0.04,32.06,58.78,1.99
20230521,Ranipet,12.9186243,79.4081921,0.16,30.86,65.69,2.02
20230522,Ranipet,12.9186243,79.4081921,0.03,30.93,65.88,2.0
20230523,Ranipet,12.9186243,79.4081921,0.0,31.55,60.27,2.36
20230524,Ranipet,12.9186243,79.4081921,0.04,32.96,53.44,2.43
20230525,Ranipet,12.9186243,79.4081921,0.56,32.31,51.47,2.63
20230526,Ranipet,12.9186243,79.4081921,0.5,33.03,50.71,2.25
20230527,Ranipet,12.9186243,79.4081921,3.03,33.3,51.77,2.19
20230528,Ranipet,12.9186243,79.4081921,1.51,31.94,58.35,2.24
20230529,Ranipet,12.9186243,79.4081921,0.0,33.17,53.2,2.36
20230530,Ranipet,12.9186243,79.4081921,6.44,31.35,63.15,1.77
20230531,Ranipet,12.9186243,79.4081921,2.44,30.42,68.12,0.91
20230601,Ranipet,12.9186243,79.4081921,3.79,32.59,56.57,1.63
20230602,Ranipet,12.9186243,79.4081921,0.71,32.37,55.08,2.39
20230603,Ranipet,12.9186243,79.4081921,0.0,33.71,50.92,2.96
20230604,Ranipet,12.9186243,79.4081921,0.0,33.08,51.55,2.88
20230605,Ranipet,12.9186243,79.4081921,2.01,31.07,61.0,3.13
20230606,Ranipet,12.9186243,79.4081921,0.54,31.79,57.11,3.35
20230607,Ranipet,12.9186243,79.4081921,2.41,28.38,72.58,2.83
20230608,Ranipet,12.9186243,79.4081921,0.02,31.18,59.46,2.86
20230609,Ranipet,12.9186243,79.4081921,13.65,30.16,65.54,2.02
20230610,Ranipet,12.9186243,79.4081921,4.29,30.96,59.04,3.07
20230611,Ranipet,12.9186243,79.4081921,0.0,31.78,53.42,3.21
20230612,Ranipet,12.9186243,79.4081921,5.14,31.04,60.3,3.19
20230613,Ranipet,12.9186243,79.4081921,2.54,31.45,61.07,2.24
20230614,Ranipet,12.9186243,79.4081921,1.21,30.52,63.03,2.55
20230615,Ranipet,12.9186243,79.4081921,0.0,31.19,58.94,2.19
20230616,Ranipet,12.9186243,79.4081921,0.3,32.13,57.19,2.1
20230617,Ranipet,12.9186243,79.4081921,0.44,28.6,68.43,3.12
20230618,Ranipet,12.9186243,79.4081921,22.74,27.7,73.74,3.12
20230619,Ranipet,12.9186243,79.4081921,20.59,28.72,72.67,2.94
20230620,Ranipet,12.9186243,79.4081921,18.22,28.8,72.18,2.65
20230621,Ranipet,12.9186243,79.4081921,5.77,27.38,77.58,1.58
20230622,Ranipet,12.9186243,79.4081921,11.04,28.07,74.73,1.35
20230623,Ranipet,12.9186243,79.4081921,5.16,29.01,70.33,1.56
20230624,Ranipet,12.9186243,79.4081921,1.56,28.16,72.04,2.37
20230625,Ranipet,12.9186243,79.4081921,0.16,27.72,76.97,1.97
20230626,Ranipet,12.9186243,79.4081921,0.09,29.18,65.66,2.16
20230627,Ranipet,12.9186243,79.4081921,0.35,29.59,61.4,2.24
20230628,Ranipet,12.9186243,79.4081921,0.09,29.53,59.18,2.48
20230629,Ranipet,12.9186243,79.4081921,7.92,29.12,64.68,2.47
20230630,Ranipet,12.9186243,79.4081921,0.42,29.94,61.6,2.8
20230701,Ranipet,12.9186243,79.4081921,3.24,29.24,65.98,2.5
20230702,Ranipet,12.9186243,79.4081921,2.58,26.61,76.22,2.57
20230703,Ranipet,12.9186243,79.4081921,2.54,27.28,78.34,2.32
20230704,Ranipet,12.9186243,79.4081921,5.51,27.11,78.4,2.32
20230705,Ranipet,12.9186243,79.4081921,0.65,28.18,66.05,3.75
20230706,Ranipet,12.9186243,79.4081921,0.0,28.03,66.32,3.59
20230707,Ranipet,12.9186243,79.4081921,0.45,28.3,66.64,2.59
20230708,Ranipet,12.9186243,79.4081921,1.77,28.61,67.89,2.47
20230709,Ranipet,12.9186243,79.4081921,2.4,29.18,67.04,2.17
20230710,Ranipet,12.9186243,79.4081921,8.25,28.61,71.71,1.75
20230711,Ranipet,12.9186243,79.4081921,3.1,27.76,72.73,2.75
20230712,Ranipet,12.9186243,79.4081921,20.61,28.15,69.03,1.99
20230713,Ranipet,12.9186243,79.4081921,14.4,28.53,68.53,2.67
20230714,Ranipet,12.9186243,79.4081921,0.05,28.94,67.79,2.89
20230715,Ranipet,12.9186243,79.4081921,0.01,28.6,65.49,3.03
20230716,Ranipet,12.9186243,79.4081921,0.05,29.46,67.15,2.35
20230717,Ranipet,12.9186243,79.4081921,0.07,29.32,66.78,3.01
20230718,Ranipet,12.9186243,79.4081921,0.0,29.53,63.7,3.84
20230719,Ranipet,12.9186243,79.4081921,0.69,29.1,63.21,4.02
20230720,Ranipet,12.9186243,79.4081921,0.04,29.03,62.74,4.36
20230721,Ranipet,12.9186243,79.4081921,0.0,29.02,65.91,4.03
20230722,Ranipet,12.9186243,79.4081921,6.4,28.98,66.44,3.88
20230723,Ranipet,12.9186243,79.4081921,1.7,28.33,71.02,3.01
20230724,Ranipet,12.9186243,79.4081921,6.54,27.05,77.12,3.16
20230725,Ranipet,12.9186243,79.4081921,7.27,26.34,78.25,2.88
20230726,Ranipet,12.9186243,79.4081921,3.66,27.49,73.77,4.03
20230727,Ranipet,12.9186243,79.4081921,0.04,27.99,65.54,4.56
20230728,Ranipet,12.9186243,79.4081921,0.0,29.52,61.74,4.02
20230729,Ranipet,12.9186243,79.4081921,0.0,30.35,58.92,4.46
20230730,Ranipet,12.9186243,79.4081921,0.13,30.68,59.52,3.88
20230731,Ranipet,12.9186243,79.4081921,0.04,30.72,62.57,2.82
20230801,Ranipet,12.9186243,79.4081921,0.0,30.92,58.26,3.85
20230802,Ranipet,12.9186243,79.4081921,0.0,30.58,57.18,3.85
20230803,Ranipet,12.9186243,79.4081921,0.12,30.55,60.46,3.18
20230804,Ranipet,12.9186243,79.4081921,0.75,30.45,62.76,2.55
20230805,Ranipet,12.9186243,79.4081921,0.04,30.9,60.31,2.35
20230806,Ranipet,12.9186243,79.4081921,0.16,30.71,61.39,2.21
20230807,Ranipet,12.9186243,79.4081921,0.58,30.61,62.13,2.03
20230808,Ranipet,12.9186243,79.4081921,0.07,30.6,59.73,1.59
20230809,Ranipet,12.9186243,79.4081921,2.5,29.94,65.4,1.65
20230810,Ranipet,12.9186243,79.4081921,8.69,28.88,72.06,1.55
20230811,Ranipet,12.9186243,79.4081921,3.42,28.79,71.41,1.43
20230812,Ranipet,12.9186243,79.4081921,2.97,29.73,67.47,1.84
20230813,Ranipet,12.9186243,79.4081921,7.47,29.28,68.6,1.63
20230814,Ranipet,12.9186243,79.4081921,14.46,28.58,73.89,1.33
20230815,Ranipet,12.9186243,79.4081921,7.35,28.5,71.42,1.52
20230816,Ranipet,12.9186243,79.4081921,5.07,29.32,70.0,1.46
20230817,Ranipet,12.9186243,79.4081921,11.75,28.68,75.37,1.73
20230818,Ranipet,12.9186243,79.4081921,0.57,29.51,65.2,2.36
20230819,Ranipet,12.9186243,79.4081921,2.46,29.56,63.84,2.56
20230820,Ranipet,12.9186243,79.4081921,0.17,30.21,63.98,2.03
20230821,Ranipet,12.9186243,79.4081921,0.13,30.13,65.46,1.73
20230822,Ranipet,12.9186243,79.4081921,5.74,29.24,71.8,1.2
20230823,Ranipet,12.9186243,79.4081921,12.18,27.83,77.35,1.81
20230824,Ranipet,12.9186243,79.4081921,9.75,27.67,78.58,1.52
20230825,Ranipet,12.9186243,79.4081921,0.0,27.91,76.33,1.42
20230826,Ranipet,12.9186243,79.4081921,7.04,28.42,75.58,1.33
20230827,Ranipet,12.9186243,79.4081921,14.53,28.28,75.73,1.21
20230828,Ranipet,12.9186243,79.4081921,1.98,28.51,70.94,1.75
20230829,Ranipet,12.9186243,79.4081921,4.18,27.97,75.37,1.68
20230830,Ranipet,12.9186243,79.4081921,7.38,28.02,78.23,1.93
20230831,Ranipet,12.9186243,79.4081921,4.54,27.67,81.26,0.95
20230901,Ranipet,12.9186243,79.4081921,4.0,28.66,75.48,2.04
20230902,Ranipet,12.9186243,79.4081921,12.41,26.72,84.52,1.97
20230903,Ranipet,12.9186243,79.4081921,21.97,26.79,81.67,1.55
20230904,Ranipet,12.9186243,79.4081921,1.59,26.53,77.09,2.72
20230905,Ranipet,12.9186243,79.4081921,1.53,27.1,74.14,3.13
20230906,Ranipet,12.9186243,79.4081921,4.18,27.4,77.44,2.47
20230907,Ranipet,12.9186243,79.4081921,14.9,27.57,74.76,2.73
20230908,Ranipet,12.9186243,79.4081921,0.59,27.38,73.09,2.74
20230909,Ranipet,12.9186243,79.4081921,0.21,27.3,73.97,2.27
20230910,Ranipet,12.9186243,79.4081921,0.01,26.49,78.79,2.03
20230911,Ranipet,12.9186243,79.4081921,0.14,27.81,72.95,1.89
20230912,Ranipet,12.9186243,79.4081921,1.58,28.39,72.08,2.15
20230913,Ranipet,12.9186243,79.4081921,1.9,28.67,71.43,1.65
20230914,Ranipet,12.9186243,79.4081921,1.84,28.84,70.45,2.26
20230915,Ranipet,12.9186243,79.4081921,0.98,28.31,69.61,2.64
20230916,Ranipet,12.9186243,79.4081921,35.28,27.43,78.83,2.09
20230917,Ranipet,12.9186243,79.4081921,10.62,27.88,79.02,1.48
20230918,Ranipet,12.9186243,79.4081921,7.81,27.67,78.81,1.64
20230919,Ranipet,12.9186243,79.4081921,5.85,27.36,79.76,1.66
20230920,Ranipet,12.9186243,79.4081921,6.6,27.14,80.61,1.45
20230921,Ranipet,12.9186243,79.4081921,11.59,25.95,85.78,1.51
20230922,Ranipet,12.9186243,79.4081921,0.47,27.28,80.59,1.55
20230923,Ranipet,12.9186243,79.4081921,3.14,27.71,83.79,1.2
20230924,Ranipet,12.9186243,79.4081921,23.74,27.05,84.36,1.94
20230925,Ranipet,12.9186243,79.4081921,14.76,25.94,88.04,1.48
20230926,Ranipet,12.9186243,79.4081921,14.04,26.34,85.58,1.75
20230927,Ranipet,12.9186243,79.4081921,8.02,26.94,81.32,1.35
20230928,Ranipet,12.9186243,79.4081921,9.15,26.86,81.42,1.82
20230929,Ranipet,12.9186243,79.4081921,6.27,26.49,84.77,2.23
20230930,Ranipet,12.9186243,79.4081921,10.63,26.33,80.88,2.0
20231001,Ranipet,12.9186243,79.4081921,0.81,26.35,80.19,2.65
20231002,Ranipet,12.9186243,79.4081921,0.1,26.58,79.74,2.82
20231003,Ranipet,12.9186243,79.4081921,0.13,27.91,74.28,1.88
20231004,Ranipet,12.9186243,79.4081921,3.17,28.06,76.76,1.38
20231005,Ranipet,12.9186243,79.4081921,2.82,28.17,78.61,1.15
20231006,Ranipet,12.9186243,79.4081921,0.9,27.66,80.75,1.14
20231007,Ranipet,12.9186243,79.4081921,0.33,27.87,79.52,1.35
20231008,Ranipet,12.9186243,79.4081921,0.17,27.34,84.69,1.23
20231009,Ranipet,12.9186243,79.4081921,1.42,27.18,85.18,0.99
20231010,Ranipet,12.9186243,79.4081921,6.53,27.21,84.42,0.92
20231011,Ranipet,12.9186243,79.4081921,5.83,26.84,83.39,0.97
20231012,Ranipet,12.9186243,79.4081921,0.03,25.99,82.03,1.45
20231013,Ranipet,12.9186243,79.4081921,0.18,24.99,81.56,1.39
20231014,Ranipet,12.9186243,79.4081921,1.77,25.91,83.64,1.34
20231015,Ranipet,12.9186243,79.4081921,1.85,26.34,83.15,1.08
20231016,Ranipet,12.9186243,79.4081921,2.94,26.29,85.28,1.5
20231017,Ranipet,12.9186243,79.4081921,0.07,26.27,82.93,1.65
20231018,Ranipet,12.9186243,79.4081921,0.0,25.78,80.77,1.69
20231019,Ranipet,12.9186243,79.4081921,0.0,25.78,79.96,1.69
20231020,Ranipet,12.9186243,79.4081921,0.16,26.0,81.73,1.59
20231021,Ranipet,12.9186243,79.4081921,3.66,26.18,83.39,1.96
20231022,Ranipet,12.9186243,79.4081921,0.08,26.63,80.7,2.01
20231023,Ranipet,12.9186243,79.4081921,0.0,26.15,67.04,1.56
20231024,Ranipet,12.9186243,79.4081921,0.0,25.26,71.03,1.02
20231025,Ranipet,12.9186243,79.4081921,0.0,26.01,74.6,1.18
20231026,Ranipet,12.9186243,79.4081921,0.0,25.86,77.13,1.66
20231027,Ranipet,12.9186243,79.4081921,0.01,26.08,80.09,1.84
20231028,Ranipet,12.9186243,79.4081921,0.92,26.48,79.79,1.53
20231029,Ranipet,12.9186243,79.4081921,5.31,26.04,84.79,1.61
20231030,Ranipet,12.9186243,79.4081921,8.88,25.04,88.09,1.49
20231031,Ranipet,12.9186243,79.4081921,1.58,25.38,84.77,1.78
20231101,Ranipet,12.9186243,79.4081921,2.09,26.24,84.48,2.44
